name,gc_content,Gtex_kidney,gene_disease_ass_count,oncodb_expression,orth_count,gene_length,HPA_kidney,mf_coal,bp_coal,cc_coal,biogrid_coal,kegg_coal,reactome_coal,ucsc_tfbs_coal,up_tissue_coal,transcript_count
ENSG00000107554,50.91,7.596475,0,0.546570617655733,330,28188,11.7,2.0,5.0,8.0,95.0,,6.0,72.0,7.0,15
ENSG00000107581,53.7,68.60635,0,-0.700075565223939,333,18389,58.6,6.0,6.0,15.0,236.0,,14.0,99.0,14.0,13
ENSG00000107614,41.09,19.9661,8,0.100893271146121,337,62709,2.1,4.0,5.0,2.0,21.0,,3.0,62.0,6.0,55
ENSG00000107643,39.29,1.333318,1,-2.88542427845982,325,36503,13.8,10.0,35.0,8.0,235.0,74.0,60.0,74.0,4.0,10
ENSG00000107669,44.61,0.0,0,0.0,343,30522,18.4,2.0,2.0,2.0,82.0,,,82.0,7.0,5
ENSG00000107679,36.77,12.4331,15,-0.396234666381601,317,58219,39.5,5.0,18.0,7.0,72.0,,5.0,76.0,5.0,17
ENSG00000107738,59.41,8.233335,1,0.594209531471806,325,32051,3.9,4.0,14.0,2.0,29.0,1.0,,73.0,7.0,5
ENSG00000107771,49.61,4.71599,0,1.17291511959438,321,71647,11.7,1.0,1.0,2.0,60.0,,,119.0,7.0,7
ENSG00000107789,40.31,8.250375,0,0.18402507485393,307,87866,17.7,15.0,5.0,3.0,55.0,3.0,3.0,53.0,3.0,9
ENSG00000107796,41.33,14.5349,3,-0.279347247017076,245,35435,203.5,2.0,12.0,12.0,308.0,3.0,6.0,14.0,2.0,7
ENSG00000107854,42.25,40.2913,2,-0.220906376780374,263,46834,17.6,6.0,13.0,9.0,56.0,,16.0,96.0,6.0,18
ENSG00000107862,41.24,6.01603,12,-0.851605901659974,337,25901,11.6,7.0,26.0,13.0,384.0,1.0,16.0,157.0,10.0,5
ENSG00000107863,51.37,5.86186,0,-1.0098658736147,252,146536,11.1,2.0,10.0,7.0,157.0,,18.0,109.0,9.0,11
ENSG00000107864,54.5,1.46059,0,-0.304624600133365,331,10633,4.7,11.0,16.0,13.0,6.0,2.0,,149.0,4.0,5
ENSG00000107890,39.46,2.78943,0,0.0,120,5384,2.8,1.0,1.0,1.0,90.0,,8.0,35.0,10.0,1
ENSG00000107897,42.58,15.10275,0,0.332370973451317,333,51594,37.7,2.0,4.0,7.0,211.0,,13.0,68.0,9.0,14
ENSG00000107902,42.23,2.47211,2,-0.976823885972391,337,147280,24.8,7.0,4.0,3.0,37.0,1.0,2.0,115.0,4.0,4
ENSG00000107937,38.99,75.44915,0,-1.10174773272167,253,14827,8.7,4.0,12.0,8.0,344.0,1.0,,52.0,6.0,6
ENSG00000107968,38.35,1.609175,5,-0.718328827179823,334,86779,6.8,7.0,6.0,1.0,30.0,4.0,29.0,58.0,8.0,5
ENSG00000108018,44.38,28.1886,0,-0.598286266664514,205,12324,4.8,2.0,2.0,3.0,3.0,,,157.0,1.0,7
ENSG00000108055,53.28,9.34968,1,0.468615293214965,341,16715,14.1,11.0,10.0,14.0,352.0,2.0,25.0,65.0,11.0,5
ENSG00000108100,37.45,14.91305,0,-0.341989984635637,254,327746,25.0,4.0,7.0,5.0,48.0,,,60.0,10.0,7
ENSG00000108298,48.32,105.54125,15,-4.6646629482983,319,7041,852.4,3.0,8.0,9.0,478.0,2.0,36.0,98.0,8.0,6
ENSG00000108312,39.88,17.24685,24,-0.480117407150351,313,83559,27.8,9.0,5.0,4.0,199.0,,10.0,131.0,6.0,10
ENSG00000108344,37.25,12.8613,5,-0.325250434094536,329,35099,33.5,2.0,31.0,12.0,284.0,9.0,153.0,59.0,9.0,14
ENSG00000108375,54.13,9.667965,0,-0.119531728668851,326,9092,4.3,6.0,7.0,5.0,36.0,1.0,8.0,123.0,4.0,3
ENSG00000108381,44.08,2.7264,3,0.406858780929011,343,152756,38.5,10.0,4.0,2.0,7.0,4.0,3.0,56.0,2.0,11
ENSG00000108384,57.01,3.356835,0,-1.34555218074617,334,35182,13.0,6.0,12.0,11.0,44.0,2.0,23.0,51.0,2.0,3
ENSG00000108424,53.94,7.481355,0,0.876932388617401,331,12385,49.3,10.0,17.0,17.0,428.0,2.0,41.0,107.0,8.0,4
ENSG00000108433,57.79,7.453655,0,0.035533989757694,332,24395,42.6,3.0,12.0,10.0,118.0,1.0,17.0,85.0,3.0,12
ENSG00000108510,48.3,6.113515,0,0.696233779966353,335,21224,13.7,5.0,9.0,4.0,80.0,1.0,9.0,138.0,5.0,12
ENSG00000108523,51.56,24.75175,0,-1.69836656135758,241,21075,59.8,5.0,3.0,3.0,50.0,,,126.0,4.0,13
ENSG00000108528,45.46,26.1401,0,-0.207426788696195,273,63738,59.0,9.0,10.0,5.0,200.0,,4.0,113.0,8.0,25
ENSG00000108551,56.09,22.63165,0,0.585626698112808,303,64892,32.1,3.0,5.0,4.0,39.0,2.0,,53.0,5.0,13
ENSG00000108559,46.8,59.21855,0,-0.314991655435573,345,16571,15.3,3.0,15.0,5.0,101.0,2.0,70.0,64.0,6.0,12
ENSG00000108578,46.4,0.0,0,0.0718787009805653,339,31110,22.2,6.0,6.0,4.0,133.0,,4.0,92.0,4.0,12
ENSG00000108590,44.43,0.9854205,1,0.458233531050134,339,110194,14.1,3.0,7.0,5.0,117.0,,9.0,66.0,2.0,5
ENSG00000108592,35.02,0.1179955,7,0.0,333,829728,23.5,6.0,10.0,7.0,362.0,,4.0,126.0,8.0,13
ENSG00000108602,59.72,43.6302,6,-0.900772676801845,132,12482,0.5,10.0,10.0,6.0,76.0,8.0,3.0,47.0,4.0,12
ENSG00000108622,62.75,13.93325,6,0.928674847984283,141,95637,13.0,1.0,5.0,7.0,63.0,2.0,8.0,39.0,5.0,9
ENSG00000108671,40.61,1.160492,3,-1.15614555960632,264,40335,30.4,2.0,31.0,11.0,264.0,9.0,153.0,88.0,9.0,3
ENSG00000108691,60.28,95.1614,1,-0.769315345565425,24,17410,103.0,6.0,54.0,2.0,31.0,17.0,16.0,29.0,3.0,20
ENSG00000108700,36.7,2.664095,0,-0.636346412704879,40,105549,5.1,7.0,27.0,1.0,14.0,3.0,,38.0,2.0,6
ENSG00000108839,50.45,2.147745,5,1.90518255375175,115,50909,0.6,9.0,27.0,6.0,12.0,5.0,13.0,113.0,1.0,22
ENSG00000108846,58.7,15.88175,0,-0.50007412995308,337,22441,1.9,11.0,8.0,5.0,25.0,3.0,7.0,119.0,6.0,4
ENSG00000108848,47.56,9.38308,0,-2.14291938803583,337,155573,57.9,4.0,2.0,5.0,127.0,,,79.0,10.0,10
ENSG00000108883,43.52,81.6641,0,0.106353581576447,337,32602,19.6,5.0,7.0,13.0,1522.0,1.0,5.0,106.0,8.0,3
ENSG00000108961,48.0,6.61376,2,-0.378890452063691,251,984252,23.3,4.0,16.0,9.0,34.0,,3.0,52.0,6.0,16
ENSG00000109046,53.79,14.9628,17,-0.349760490637236,336,17935,20.6,3.0,5.0,1.0,21.0,,7.0,71.0,7.0,12
ENSG00000109079,50.2,17.2108,8,0.679121124124729,267,24041,22.0,5.0,9.0,5.0,95.0,,7.0,86.0,5.0,13
ENSG00000109083,38.74,6.65194,0,-0.402311737057291,337,92850,25.7,3.0,24.0,16.0,139.0,,3.0,73.0,1.0,7
ENSG00000109099,43.4,0.0,0,0.0,330,13527,16.8,1.0,9.0,5.0,64.0,,3.0,61.0,7.0,3
ENSG00000109111,37.34,3.159445,14,-0.42019812956773,343,242928,23.0,5.0,16.0,3.0,193.0,,5.0,123.0,11.0,28
ENSG00000109133,39.05,5.464945,0,-0.261242326783265,339,170995,24.4,1.0,6.0,6.0,126.0,1.0,,56.0,2.0,13
ENSG00000109180,42.88,7.797935,4,-0.474296018820261,278,54263,240.3,1.0,4.0,4.0,432.0,,,29.0,7.0,8
ENSG00000109205,47.62,16.13465,1,-0.973065249379419,136,4111,1.2,1.0,9.0,9.0,15.0,,2.0,31.0,2.0,1
ENSG00000109320,43.17,23.1034,0,-0.282221124844783,318,20867,10.2,19.0,42.0,10.0,240.0,76.0,79.0,119.0,9.0,6
ENSG00000109323,54.09,138.311,7,0.0099881434695124,343,9525,1.5,6.0,6.0,4.0,72.0,2.0,6.0,93.0,1.0,34
ENSG00000109424,37.2,7.63257,51,0.157041414303486,216,273673,0.0,7.0,15.0,3.0,4.0,4.0,8.0,35.0,1.0,69
ENSG00000109452,53.78,5.11825,0,-0.641110987310626,324,53463,5.4,10.0,6.0,3.0,5.0,3.0,10.0,141.0,5.0,7
ENSG00000109501,42.52,27.3112,2,0.0676551280709385,331,165656,5.7,7.0,32.0,8.0,99.0,1.0,9.0,67.0,3.0,7
ENSG00000109519,50.32,0.4436835,0,1.27532969873222,338,31187,20.9,6.0,2.0,4.0,213.0,,2.0,48.0,5.0,10
ENSG00000109586,51.5,18.40405,0,-0.867353630191362,334,167610,7.9,4.0,4.0,5.0,58.0,3.0,4.0,119.0,3.0,8
ENSG00000109606,50.02,0.61736335,2,0.0,313,64793,46.1,6.0,6.0,7.0,346.0,1.0,4.0,88.0,6.0,6
ENSG00000109610,54.08,54.06,41,0.42367399878416,249,13357,35.5,4.0,5.0,6.0,10.0,,4.0,49.0,4.0,16
ENSG00000109654,39.89,8.34664,0,-0.243410304117961,333,36277,21.6,5.0,3.0,1.0,44.0,,4.0,133.0,4.0,6
ENSG00000109667,64.64,28.9704,2,0.552228149284878,311,32413,29.5,5.0,8.0,6.0,32.0,,7.0,63.0,5.0,9
ENSG00000109689,43.07,0.008360255,0,0.0,339,109877,8.6,5.0,6.0,4.0,122.0,1.0,,101.0,10.0,9
ENSG00000109736,59.18,13.412175,0,-0.44539310259541,344,12081,6.7,4.0,3.0,4.0,20.0,,,60.0,3.0,17
ENSG00000109787,64.7,16.8747,0,-0.32827438416444,264,6144,16.2,8.0,4.0,2.0,16.0,1.0,,98.0,4.0,9
ENSG00000109790,38.55,8.859865,3,-1.43802880301144,323,13941,25.2,2.0,1.0,3.0,12.0,,7.0,79.0,6.0,2
ENSG00000109794,41.38,0.41901,0,-0.883411221510445,277,81467,36.0,,,,2.0,,,25.0,3.0,17
ENSG00000109819,49.28,196.0765,9,0.458968741610411,338,2217,29.3,16.0,84.0,10.0,73.0,10.0,27.0,145.0,3.0,6
ENSG00000109832,42.31,3.483585,0,-0.169775072815044,225,44899,2.6,7.0,5.0,4.0,6.0,,,72.0,2.0,2
ENSG00000109861,48.59,41.71545,5,0.154460575044881,336,179737,236.8,11.0,14.0,13.0,39.0,2.0,14.0,55.0,9.0,12
ENSG00000109906,35.78,4.302845,98,-0.468088222398611,298,91979,10.7,16.0,32.0,8.0,184.0,3.0,7.0,162.0,2.0,10
ENSG00000109917,40.06,5.052485,0,-0.561446324291758,334,74133,12.0,4.0,21.0,11.0,75.0,,,45.0,3.0,8
ENSG00000110002,43.34,0.0,0,0.0,124,7451,16.9,1.0,,1.0,47.0,,,41.0,2.0,5
ENSG00000110013,52.32,5.930115,0,0.026001404418397,311,12138,62.7,1.0,2.0,3.0,68.0,,,93.0,4.0,2
ENSG00000110031,44.4,0.643788,1,0.15747608723678,227,64974,7.1,3.0,11.0,10.0,68.0,,,72.0,6.0,2
ENSG00000110080,37.56,16.69945,1,-0.0920710687525065,249,166117,34.4,8.0,13.0,6.0,56.0,2.0,34.0,88.0,4.0,24
ENSG00000110092,37.78,2.186045,79,-1.63922859727693,331,220907,32.5,10.0,42.0,10.0,264.0,48.0,48.0,72.0,4.0,8
ENSG00000110107,36.03,5.416535,1,0.310940401626527,329,211345,32.2,5.0,20.0,13.0,341.0,2.0,10.0,80.0,5.0,9
ENSG00000110108,54.54,16.06265,9,-0.0555052278807575,262,17264,39.2,2.0,5.0,4.0,106.0,,,106.0,2.0,12
ENSG00000110169,37.75,2.464175,0,1.0858333641408,200,74342,1.4,3.0,10.0,5.0,64.0,,3.0,53.0,6.0,8
ENSG00000110171,50.36,26.85685,2,1.17788686522398,214,21906,2.4,6.0,4.0,4.0,66.0,,4.0,113.0,4.0,8
ENSG00000110195,37.27,13.923705,0,-0.0504954350727943,70,142625,154.4,5.0,18.0,18.0,25.0,2.0,10.0,20.0,7.0,10
ENSG00000110218,46.22,12.12035,3,-1.17531128940021,282,54267,6.9,12.0,10.0,8.0,293.0,1.0,9.0,41.0,1.0,6
ENSG00000110243,64.27,0.478388,6,1.5980524604978,198,4612,0.0,14.0,27.0,9.0,22.0,1.0,15.0,37.0,1.0,3
ENSG00000110274,52.41,29.0785,14,-4.80888938619665,257,62173,4.7,1.0,7.0,6.0,131.0,,17.0,97.0,5.0,12
ENSG00000110324,40.21,4.50243,0,-1.05304869809302,253,91080,2.4,5.0,6.0,4.0,24.0,6.0,4.0,52.0,3.0,2
ENSG00000110344,41.17,15.87875,0,0.489106052027125,341,6661,18.2,2.0,3.0,3.0,96.0,1.0,4.0,93.0,4.0,8
ENSG00000110400,45.85,11.647265,0,-0.273227407391472,301,40480,4.0,9.0,16.0,12.0,18.0,3.0,5.0,146.0,4.0,6
ENSG00000110427,53.67,11.246165,15,0.0,252,16127,0.4,,,1.0,4.0,,,124.0,2.0,3
ENSG00000110514,38.78,4.603355,28,-0.805661857479015,331,64037,13.3,4.0,12.0,6.0,70.0,,8.0,138.0,8.0,9
ENSG00000110619,43.54,2.55115,0,-0.831139419684112,332,181519,6.5,8.0,2.0,2.0,86.0,1.0,8.0,51.0,8.0,14
ENSG00000110628,54.74,0.0098999,0,0.0,336,11464,8.4,5.0,5.0,6.0,49.0,,10.0,63.0,1.0,3
ENSG00000110693,48.18,3.76586,0,0.0,323,42071,11.2,11.0,19.0,4.0,15.0,,4.0,163.0,5.0,7
ENSG00000110719,63.57,16.07915,1,0.36148951939884,227,18551,3.5,6.0,43.0,17.0,77.0,11.0,16.0,64.0,8.0,7
ENSG00000110723,55.73,0.7339575,0,0.181350063794799,243,7119,2.4,1.0,5.0,1.0,43.0,,,86.0,7.0,7
ENSG00000110786,66.79,9.485045,0,0.596694289764217,308,4537,0.1,3.0,3.0,3.0,83.0,1.0,5.0,110.0,3.0,6
ENSG00000110799,38.88,12.22658,5,-0.222773293467062,332,305573,2.2,9.0,11.0,8.0,25.0,8.0,35.0,125.0,5.0,9
ENSG00000110841,35.59,3.84839,2,0.104146829917103,322,83854,36.7,2.0,3.0,4.0,149.0,,7.0,112.0,6.0,4
ENSG00000110851,38.91,2.445015,0,-0.336918964095887,332,76983,21.2,11.0,5.0,3.0,20.0,1.0,4.0,80.0,1.0,18
ENSG00000110852,42.53,13.02985,0,-0.544868499132932,81,65764,4.1,3.0,1.0,3.0,161.0,1.0,3.0,,2.0,9
ENSG00000110876,44.1,20.87245,0,0.0,279,70267,1.6,3.0,7.0,6.0,7.0,3.0,2.0,43.0,6.0,6
ENSG00000110917,40.76,5.03577,0,-0.238579760858111,339,33108,74.2,3.0,4.0,7.0,77.0,,7.0,83.0,5.0,10
ENSG00000110921,57.17,3.419465,1,1.09067372591708,339,34576,15.0,6.0,7.0,4.0,35.0,3.0,6.0,,4.0,4
ENSG00000110925,53.07,0.401047,5,0.0216276171949515,297,5062,8.7,9.0,4.0,2.0,5.0,,,80.0,2.0,3
ENSG00000111058,40.09,0.004961225,0,0.0,334,31891,26.1,6.0,2.0,3.0,3.0,2.0,4.0,109.0,4.0,2
ENSG00000111145,34.61,7.85102,3,0.127278864852036,329,82933,11.7,13.0,9.0,4.0,11.0,,,114.0,3.0,14
ENSG00000111218,55.67,5.658305,1,-0.220509859746811,224,12495,0.3,11.0,9.0,2.0,91.0,,,108.0,3.0,11
ENSG00000111229,38.12,18.1249,31,-0.164557932762111,335,80048,243.8,4.0,7.0,12.0,166.0,9.0,24.0,39.0,5.0,8
ENSG00000111231,52.4,8.570045,0,-0.545352924919477,337,16346,31.7,5.0,,1.0,107.0,,,31.0,7.0,11
ENSG00000111269,41.79,14.38155,0,-0.623141456973997,339,97416,50.1,6.0,15.0,2.0,9.0,,,54.0,3.0,6
ENSG00000111275,39.58,17.88895,1,0.100391846012289,260,45642,179.4,11.0,8.0,3.0,125.0,16.0,9.0,48.0,7.0,3
ENSG00000111291,57.63,18.0789,4,0.411423050363147,153,9384,0.2,3.0,2.0,5.0,79.0,,,42.0,2.0,21
ENSG00000111325,50.63,7.855835,5,-0.254727490657336,342,9274,6.0,6.0,,,6.0,,,73.0,4.0,4
ENSG00000111341,49.29,19.3327,2,1.80060333123585,328,5465,398.4,4.0,5.0,3.0,3.0,,,25.0,2.0,3
ENSG00000111348,62.53,0.0,4,0.0,263,965,71.1,5.0,10.0,6.0,27.0,2.0,11.0,54.0,5.0,2
ENSG00000111361,49.67,59.4169,2,-0.288384371904932,339,11979,23.9,4.0,8.0,5.0,116.0,1.0,5.0,50.0,2.0,1
ENSG00000111364,43.92,3.618815,0,-0.371722906954217,343,71065,5.6,8.0,,4.0,142.0,,,65.0,5.0,13
ENSG00000111445,47.94,1.659514,3,1.02837796431798,337,175874,8.8,7.0,22.0,4.0,179.0,3.0,53.0,41.0,5.0,7
ENSG00000111481,38.67,0.54847,17,-1.26303440583379,268,528887,96.5,,7.0,5.0,68.0,,11.0,107.0,6.0,12
ENSG00000111554,41.79,0.0316424,0,0.0,334,81783,8.2,2.0,3.0,6.0,9.0,,,62.0,7.0,3
ENSG00000111602,40.67,9.52799,2,-0.217903230726776,310,35331,3.8,3.0,22.0,5.0,120.0,,5.0,70.0,7.0,5
ENSG00000111605,47.05,0.907955,1,0.0,337,17470,19.0,6.0,7.0,11.0,241.0,1.0,6.0,109.0,8.0,17
ENSG00000111615,48.72,95.47525,0,0.274459783607313,335,1955,16.3,2.0,1.0,7.0,359.0,,5.0,40.0,6.0,7
ENSG00000111640,37.01,0.0,14,0.0,328,115826,1272.5,12.0,19.0,14.0,394.0,9.0,5.0,96.0,20.0,6
ENSG00000111641,53.76,30.5068,0,-0.676685235621255,327,26363,6.8,4.0,8.0,2.0,373.0,,9.0,93.0,6.0,7
ENSG00000111642,57.9,39.71485,3,0.376957447627315,253,4353,39.6,16.0,8.0,10.0,869.0,2.0,29.0,147.0,7.0,21
ENSG00000111653,53.23,0.0,2,-2.06518045104086,330,24694,20.6,4.0,29.0,6.0,78.0,,3.0,101.0,6.0,7
ENSG00000111667,40.57,28.82445,3,-0.58592262833533,336,173509,20.3,5.0,5.0,3.0,139.0,,6.0,108.0,6.0,12
ENSG00000111671,56.58,9.64238,3,0.365830730541876,0,21505,6.0,3.0,6.0,2.0,56.0,,7.0,83.0,2.0,10
ENSG00000111678,38.94,20.27595,7,-0.355623322973406,327,16580,62.9,1.0,7.0,2.0,33.0,,,106.0,3.0,16
ENSG00000111700,39.34,0.408147,0,-0.288546407346027,72,208412,0.0,4.0,6.0,4.0,10.0,1.0,18.0,34.0,1.0,9
ENSG00000111713,43.55,5.004995,0,-0.320989420307502,327,40403,0.0,3.0,3.0,6.0,9.0,8.0,10.0,58.0,1.0,10
ENSG00000111727,40.45,66.80235,12,-6.4768453904854,335,12489,5.8,2.0,8.0,10.0,89.0,1.0,,64.0,4.0,3
ENSG00000111728,42.72,1.14445,0,-2.1396429386173,332,124446,0.4,4.0,8.0,3.0,20.0,4.0,7.0,106.0,5.0,18
ENSG00000111731,45.22,8.8789,1,0.367469014543687,338,110740,22.5,2.0,7.0,6.0,74.0,,3.0,94.0,8.0,28
ENSG00000111732,42.29,2.582145,6,-1.2445779728335,328,151334,0.0,8.0,16.0,4.0,60.0,2.0,,25.0,3.0,73
ENSG00000111785,42.99,18.2424,4,0.082439052123179,334,138819,7.3,3.0,3.0,4.0,43.0,,,134.0,4.0,15
ENSG00000111796,41.67,7.61377,17,-1.78984378208373,102,343712,1.1,3.0,2.0,2.0,58.0,1.0,3.0,13.0,,22
ENSG00000111817,48.27,9.70313,3,-1.85859945144687,330,52210,8.7,3.0,5.0,6.0,38.0,2.0,5.0,104.0,3.0,3
ENSG00000111832,56.52,141.99255,32,-2.17017249979691,337,3824,44.4,1.0,6.0,2.0,12.0,,,34.0,4.0,1
ENSG00000111860,56.52,0.382889,7,0.0,327,7377,1.4,,1.0,3.0,27.0,,,101.0,6.0,5
ENSG00000111880,48.32,0.237936,5,0.282143228781498,328,19691,5.4,9.0,6.0,2.0,122.0,1.0,12.0,97.0,4.0,5
ENSG00000111906,40.46,8.79001,0,-0.009224890706086,342,24770,44.8,3.0,1.0,1.0,16.0,3.0,,36.0,5.0,9
ENSG00000111911,40.77,2.123695,0,-0.295276652437633,328,66007,22.4,3.0,,2.0,28.0,,,18.0,3.0,6
ENSG00000111912,47.86,6.242385,0,-0.364592871369464,250,15266,57.2,4.0,6.0,1.0,36.0,1.0,,100.0,15.0,4
ENSG00000111961,40.18,5.619695,15,-0.0089253569380629,314,101476,13.8,7.0,10.0,3.0,55.0,,,145.0,6.0,11
ENSG00000111962,39.49,0.0,6,-1.08178330853809,328,192616,3.6,1.0,4.0,2.0,34.0,1.0,5.0,147.0,3.0,3
ENSG00000111981,40.42,0.0,0,0.0,6,15938,0.1,2.0,5.0,6.0,12.0,1.0,3.0,17.0,3.0,2
ENSG00000112038,46.1,10.872985,0,0.499447099040621,258,20413,0.2,13.0,38.0,18.0,145.0,3.0,18.0,107.0,2.0,4
ENSG00000112079,37.86,4.702635,10,1.7657635875473,257,221161,17.0,7.0,5.0,3.0,127.0,,8.0,63.0,6.0,15
ENSG00000112081,41.33,20.79455,1,-0.358228516243436,332,50714,64.8,4.0,8.0,3.0,434.0,3.0,10.0,84.0,6.0,3
ENSG00000112118,49.65,7.102565,12,-0.3953265244956,262,233202,19.7,9.0,10.0,11.0,266.0,2.0,18.0,54.0,9.0,19
ENSG00000112144,41.69,8.344225,58,1.67843783548757,260,36185,4.5,6.0,8.0,8.0,57.0,,,71.0,3.0,9
ENSG00000112149,52.18,116.7295,0,-0.256070324961096,258,18157,18.9,1.0,9.0,4.0,67.0,,,74.0,5.0,6
ENSG00000112164,44.63,5.279445,18,-4.07496224709778,260,36584,0.1,6.0,14.0,3.0,334.0,3.0,17.0,85.0,5.0,9
ENSG00000112186,41.83,5.00074,0,-0.500007011249083,334,36768,8.7,4.0,7.0,3.0,46.0,,5.0,21.0,5.0,4
ENSG00000112276,36.62,10.47578,0,-0.621869135534674,324,83092,1.1,3.0,19.0,8.0,12.0,1.0,,12.0,2.0,2
ENSG00000112290,54.47,1.4421805,0,0.296855303321319,328,16902,7.9,6.0,13.0,10.0,72.0,7.0,22.0,74.0,4.0,7
ENSG00000112294,45.41,9.820515,93,-1.4860840600611,337,120126,28.1,6.0,6.0,2.0,42.0,4.0,7.0,66.0,8.0,41
ENSG00000112297,46.68,18.68835,0,-0.166972020722921,308,17305,15.4,1.0,,,68.0,,,92.0,4.0,3
ENSG00000112299,53.18,35.5679,0,-0.338761061456762,103,18057,21.9,1.0,10.0,5.0,11.0,2.0,10.0,53.0,4.0,14
ENSG00000112304,38.91,5.52867,32,-1.21694195407714,341,1504182,19.4,5.0,3.0,5.0,43.0,,4.0,62.0,6.0,8
ENSG00000112305,48.83,29.291,0,-0.409948905249102,307,8014,14.2,3.0,4.0,2.0,43.0,1.0,,24.0,7.0,4
ENSG00000112306,47.43,245.8825,5,0.505251941541369,322,23053,1008.8,3.0,8.0,7.0,227.0,2.0,43.0,53.0,9.0,18
ENSG00000112308,56.01,0.51472,0,0.0,344,1213,93.8,,,,18.0,,,66.0,3.0,1
ENSG00000112319,66.53,11.87605,2,0.648831385172663,326,5058,5.1,4.0,13.0,2.0,86.0,,4.0,146.0,8.0,15
ENSG00000112365,53.01,12.06145,1,0.255645529117522,328,43725,3.9,5.0,2.0,1.0,164.0,,,79.0,2.0,11
ENSG00000112379,37.57,2.917045,0,-0.245878197545896,343,232662,2.1,1.0,4.0,2.0,74.0,,,120.0,4.0,9
ENSG00000112394,46.69,5.066885,4,-0.167608239437716,330,85939,10.1,4.0,6.0,6.0,35.0,2.0,4.0,65.0,5.0,15
ENSG00000112406,53.92,8.388695,0,-0.547957897273426,341,5055,5.9,,2.0,3.0,9.0,,,73.0,3.0,10
ENSG00000112414,45.56,9.42832,3,-0.161566587411925,329,79529,7.2,5.0,10.0,6.0,37.0,,3.0,117.0,6.0,4
ENSG00000112425,53.91,21.5949,0,-0.0221585375291319,343,15754,8.6,12.0,30.0,8.0,54.0,,9.0,61.0,5.0,12
ENSG00000112474,46.47,5.23169,11,-3.60293649596345,246,115948,30.0,2.0,14.0,3.0,145.0,3.0,8.0,43.0,4.0,5
ENSG00000112499,52.37,37.1033,0,-0.261268901508795,185,5525,155.3,12.0,20.0,7.0,86.0,1.0,15.0,45.0,3.0,8
ENSG00000112530,37.69,22.0399,0,-0.190713667486265,323,47690,8.0,9.0,4.0,8.0,28.0,,,144.0,1.0,5
ENSG00000112541,52.41,17.70755,0,-0.5689554084298,336,34957,3.8,3.0,5.0,2.0,1.0,4.0,8.0,72.0,3.0,10
ENSG00000112562,37.43,0.181178,1,0.0,323,122310,9.9,4.0,9.0,4.0,6.0,,,79.0,6.0,13
ENSG00000112578,42.38,3.68811,0,0.0625701910216403,343,59583,5.2,3.0,8.0,10.0,287.0,,4.0,31.0,9.0,4
ENSG00000112699,40.27,4.05527,0,-0.490669066681348,338,20770,14.1,5.0,3.0,3.0,57.0,4.0,7.0,164.0,3.0,21
ENSG00000112701,55.87,20.0862,0,-2.26331887824074,324,11966,28.8,3.0,5.0,4.0,31.0,,,73.0,7.0,13
ENSG00000112759,39.46,6.00595,0,-0.471366158345127,264,193019,17.9,5.0,16.0,8.0,116.0,1.0,6.0,62.0,10.0,7
ENSG00000112769,39.95,4.73941,0,-3.39545471346933,334,177155,5.0,2.0,7.0,6.0,35.0,9.0,9.0,130.0,7.0,11
ENSG00000112782,38.5,8.63075,1,-1.2609293674217,310,64065,40.4,3.0,8.0,9.0,17.0,,4.0,102.0,7.0,4
ENSG00000112799,54.88,9.49215,0,-2.77588957626985,276,11556,3.1,1.0,3.0,1.0,234.0,,4.0,54.0,4.0,10
ENSG00000112902,36.13,0.0542992,0,0.0,322,45298,11.7,5.0,26.0,4.0,,1.0,14.0,152.0,2.0,3
ENSG00000112936,46.03,27.53525,2,-0.603655355581487,331,19375,287.8,,9.0,3.0,6.0,4.0,5.0,67.0,5.0,16
ENSG00000112964,39.09,10.28295,14,-2.23209772215743,338,24526,11.9,12.0,29.0,14.0,44.0,6.0,4.0,124.0,3.0,15
ENSG00000112972,46.63,10.556935,0,-0.501414349967511,341,171876,33.1,6.0,18.0,2.0,82.0,6.0,8.0,64.0,8.0,3
ENSG00000113013,41.3,10.435215,0,-1.90303641139377,337,24268,113.1,10.0,14.0,8.0,543.0,2.0,15.0,72.0,13.0,6
ENSG00000113073,55.01,30.91595,1,0.233779422086231,234,50260,11.3,4.0,7.0,4.0,,,4.0,67.0,4.0,20
ENSG00000113083,36.58,30.09315,0,-0.645242550830085,256,61891,4.5,4.0,34.0,5.0,37.0,,5.0,75.0,3.0,3
ENSG00000113140,35.63,3.198975,0,-0.472988794228984,337,23323,177.7,5.0,25.0,14.0,46.0,,14.0,55.0,5.0,6
ENSG00000113141,59.23,133.887,1,0.17211006543844,344,4904,67.7,2.0,6.0,9.0,172.0,,,93.0,8.0,15
ENSG00000113161,62.52,25.45215,3,-2.37284950358249,307,3513,21.3,7.0,29.0,4.0,134.0,4.0,11.0,79.0,4.0,3
ENSG00000113269,52.09,0.354715,9,0.0,331,4985,49.9,3.0,4.0,2.0,43.0,,4.0,21.0,9.0,6
ENSG00000113319,64.23,4.1548,0,1.30650092840269,317,13310,4.9,2.0,12.0,4.0,25.0,2.0,26.0,123.0,4.0,5
ENSG00000113369,43.26,7.86236,0,-0.297238839801534,263,26327,53.2,2.0,8.0,5.0,81.0,,,90.0,3.0,5
